feature,feature_category,role,universal_priority,universal_action,next_analysis_route,universal_reason,missing_pct_train,missing_pct_test,missing_gap_pct,n_unique_train,n_unique_test,constant_train,constant_test,missing_pct_combined,n_unique_combined,dominant_share_pct,issue_reasons
cc_limit_change_flag_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,3,3.0,False,False,70.931495698306,3,70.931495698306,high_missing
cc_missing_min_instalment_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,76,53.0,False,False,70.931495698306,77,70.931495698306,high_missing
cc_missing_min_instalment_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,92,64.0,False,False,70.931495698306,93,70.931495698306,high_missing
cc_missing_min_instalment_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,76,53.0,False,False,70.931495698306,77,70.931495698306,high_missing
cc_missing_payment_current_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,86.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_missing_payment_current_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,127,109.0,False,False,70.931495698306,132,70.931495698306,high_missing
cc_missing_payment_current_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,100,87.0,False,False,70.931495698306,100,70.931495698306,high_missing
cc_month_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,96,96.0,False,False,70.931495698306,96,70.931495698306,high_missing
cc_month_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,149,137.0,False,False,70.931495698306,156,70.931495698306,high_missing
cc_month_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,128,121.0,False,False,70.931495698306,132,70.931495698306,high_missing
cc_month_record_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,96,96.0,False,False,70.931495698306,96,70.931495698306,high_missing
cc_month_record_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,149,137.0,False,False,70.931495698306,156,70.931495698306,high_missing
cc_month_record_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,128,121.0,False,False,70.931495698306,132,70.931495698306,high_missing
cc_no_payment_with_balance_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,90,67.0,False,False,70.931495698306,90,70.931495698306,high_missing
cc_no_payment_with_balance_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,99,74.0,False,False,70.931495698306,101,70.931495698306,high_missing
cc_no_payment_with_balance_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,90,67.0,False,False,70.931495698306,90,70.931495698306,high_missing
cc_other_drawing_count_max_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,11,9.0,False,False,70.931495698306,11,70.931495698306,high_missing
cc_other_drawing_count_mean_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,436,183.0,False,False,70.931495698306,455,70.931495698306,high_missing
cc_other_drawing_count_sum_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,31,17.0,False,False,70.931495698306,31,70.931495698306,high_missing
cc_other_drawing_count_sum_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,36,19.0,False,False,70.931495698306,36,70.931495698306,high_missing
cc_other_drawing_count_sum_min,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,31,17.0,False,False,70.931495698306,31,70.931495698306,high_missing
cc_other_drawing_count_sum_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,31,17.0,False,False,70.931495698306,31,70.931495698306,high_missing
cc_over_limit_flag_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,86,69.0,False,False,70.931495698306,87,70.931495698306,high_missing
cc_over_limit_flag_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,105,85.0,False,False,70.931495698306,110,70.931495698306,high_missing
cc_over_limit_flag_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,86,69.0,False,False,70.931495698306,87,70.931495698306,high_missing
cc_payment_less_than_min_instalment_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,48,22.0,False,False,70.931495698306,49,70.931495698306,high_missing
cc_payment_less_than_min_instalment_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,48,22.0,False,False,70.931495698306,49,70.931495698306,high_missing
cc_payment_near_min_instalment_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,95.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_payment_near_min_instalment_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,128,118.0,False,False,70.931495698306,130,70.931495698306,high_missing
cc_payment_near_min_instalment_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,95.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_pos_drawing_count_max_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,123,97.0,False,False,70.931495698306,128,70.931495698306,high_missing
cc_pos_drawing_count_mean_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,4988,2209.0,False,False,70.931495698306,5457,70.931495698306,high_missing
cc_pos_drawing_count_sum_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,532,362.0,False,False,70.931495698306,575,70.931495698306,high_missing
cc_pos_drawing_count_sum_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,581,391.0,False,False,70.931495698306,638,70.931495698306,high_missing
cc_pos_drawing_count_sum_min,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,531,362.0,False,False,70.931495698306,574,70.931495698306,high_missing
cc_pos_drawing_count_sum_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,532,364.0,False,False,70.931495698306,575,70.931495698306,high_missing
cc_recent_12m_has_dpd_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,13.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_12m_has_dpd_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,13.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_12m_has_dpd_def_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,12.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_12m_has_dpd_def_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,12.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_12m_payment_less_than_min_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,12,8.0,False,False,70.931495698306,12,70.931495698306,high_missing
cc_recent_12m_payment_less_than_min_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,12,8.0,False,False,70.931495698306,12,70.931495698306,high_missing
cc_recent_24m_has_dpd_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,24.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_recent_24m_has_dpd_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,24.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_recent_24m_has_dpd_def_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,24,17.0,False,False,70.931495698306,24,70.931495698306,high_missing
cc_recent_24m_has_dpd_def_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,24,17.0,False,False,70.931495698306,24,70.931495698306,high_missing
cc_recent_24m_payment_less_than_min_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,22,12.0,False,False,70.931495698306,22,70.931495698306,high_missing
cc_recent_24m_payment_less_than_min_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,22,12.0,False,False,70.931495698306,22,70.931495698306,high_missing
cc_recent_6m_has_dpd_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_has_dpd_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_has_dpd_def_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_has_dpd_def_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_payment_less_than_min_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_payment_less_than_min_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_status_active_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,97.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_status_active_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,103,99.0,False,False,70.931495698306,104,70.931495698306,high_missing
cc_status_completed_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,37,35.0,False,False,70.931495698306,38,70.931495698306,high_missing
cc_status_completed_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,40,40.0,False,False,70.931495698306,44,70.931495698306,high_missing
cc_status_demand_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,14,8.0,False,False,70.931495698306,21,70.931495698306,high_missing
cc_status_demand_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,14,8.0,False,False,70.931495698306,21,70.931495698306,high_missing
cc_status_signed_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,43,17.0,False,False,70.931495698306,45,70.931495698306,high_missing
cc_status_signed_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,43,17.0,False,False,70.931495698306,45,70.931495698306,high_missing
prev_canceled_application_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,38,25.0,False,False,62.75308416723976,39,62.75308416723976,high_missing
prev_canceled_cnt_payment_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,46,32.0,False,False,62.75308416723976,48,62.75308416723976,high_missing
prev_canceled_recent_12m_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,38,21.0,False,False,62.75308416723976,38,62.75308416723976,high_missing
prev_canceled_recent_24m_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,63.99283277671368,54.93188905301165,9.060943723702032,39,26.0,False,False,62.75308416723976,40,62.75308416723976,high_missing
prev_refused_application_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,45,30.0,False,False,66.79990456274298,46,66.79990456274298,high_missing
prev_refused_cnt_payment_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,70.22220343337312,66.09634006236665,4.125863371006474,33,26.0,False,False,69.65768901489102,33,69.65768901489102,high_missing
prev_refused_cnt_payment_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,70.22220343337312,66.09634006236665,4.125863371006474,1091,526.0,False,False,69.65768901489102,1161,69.65768901489102,high_missing
prev_refused_cnt_payment_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,432,261.0,False,False,66.79990456274298,449,66.79990456274298,high_missing
prev_refused_recent_12m_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,34,21.0,False,False,66.79990456274298,34,66.79990456274298,high_missing
prev_refused_recent_24m_count,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,67.3852317478074,63.10725422616117,4.277977521646228,39,26.0,False,False,66.79990456274298,40,66.79990456274298,high_missing
bureau_recent_12m_overdue_days_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,50.64826949279863,52.16847201706877,1.520202524270132,142,57.0,False,False,50.85626868394829,150,50.85626868394829,high_missing
bureau_recent_12m_overdue_days_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,50.64826949279863,52.16847201706877,1.520202524270132,292,77.0,False,False,50.85626868394829,311,50.85626868394829,high_missing
bureau_recent_12m_overdue_days_sum,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,50.64826949279863,52.16847201706877,1.520202524270132,148,57.0,False,False,50.85626868394829,157,50.85626868394829,high_missing
cc_dpd_def_max_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,52,27.0,False,False,70.931495698306,62,70.931495698306,high_missing
cc_dpd_def_max_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,59,33.0,False,False,70.931495698306,71,70.931495698306,high_missing
cc_dpd_def_max_min,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,51,27.0,False,False,70.931495698306,61,70.931495698306,high_missing
cc_dpd_def_max_sum,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,54,28.0,False,False,70.931495698306,64,70.931495698306,high_missing
cc_dpd_def_mean_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,1469,502.0,False,False,70.931495698306,1534,70.931495698306,high_missing
cc_dpd_def_mean_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,1504,517.0,False,False,70.931495698306,1579,70.931495698306,high_missing
cc_dpd_def_mean_min,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,1463,500.0,False,False,70.931495698306,1529,70.931495698306,high_missing
cc_dpd_def_mean_sum,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,1472,503.0,False,False,70.931495698306,1539,70.931495698306,high_missing
cc_dpd_def_std_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.94474344007207,65.95888724766125,5.985856192410822,2048,560.0,False,False,71.12573858612511,2162,71.12573858612511,high_missing
cc_dpd_def_std_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.94474344007207,65.95888724766125,5.985856192410822,2123,584.0,False,False,71.12573858612511,2249,71.12573858612511,high_missing
cc_dpd_def_std_min,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.94474344007207,65.95888724766125,5.985856192410822,2039,557.0,False,False,71.12573858612511,2151,71.12573858612511,high_missing
cc_dpd_def_std_sum,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,2053,561.0,False,False,70.931495698306,2168,70.931495698306,high_missing
cc_dpd_def_sum_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,217,66.0,False,False,70.931495698306,229,70.931495698306,high_missing
cc_dpd_def_sum_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,228,73.0,False,False,70.931495698306,241,70.931495698306,high_missing
cc_dpd_def_sum_min,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,215,66.0,False,False,70.931495698306,227,70.931495698306,high_missing
cc_dpd_def_sum_sum,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,217,66.0,False,False,70.931495698306,229,70.931495698306,high_missing
cc_dpd_max_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,409,182.0,False,False,70.931495698306,438,70.931495698306,high_missing
cc_dpd_max_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,422,190.0,False,False,70.931495698306,455,70.931495698306,high_missing
cc_dpd_max_min,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,405,180.0,False,False,70.931495698306,434,70.931495698306,high_missing
cc_dpd_max_sum,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,412,183.0,False,False,70.931495698306,441,70.931495698306,high_missing
cc_dpd_mean_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,3516,939.0,False,False,70.931495698306,3839,70.931495698306,high_missing
cc_dpd_mean_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,3560,957.0,False,False,70.931495698306,3892,70.931495698306,high_missing
cc_dpd_mean_min,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,3501,935.0,False,False,70.931495698306,3821,70.931495698306,high_missing
cc_dpd_mean_sum,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,3524,940.0,False,False,70.931495698306,3848,70.931495698306,high_missing
cc_dpd_std_max,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.94474344007207,65.95888724766125,5.985856192410822,4578,1078.0,False,False,71.12573858612511,5038,71.12573858612511,high_missing
cc_dpd_std_mean,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.94474344007207,65.95888724766125,5.985856192410822,4669,1105.0,False,False,71.12573858612511,5144,71.12573858612511,high_missing
cc_dpd_std_min,overdue_delay_numeric,feature,P2_missingness_review,route_to_overdue_delay_eda; consider_missingness_logic_later,overdue_delay_eda,high combined missingness,71.94474344007207,65.95888724766125,5.985856192410822,4557,1072.0,False,False,71.12573858612511,5012,71.12573858612511,high_missing
