feature,feature_category,role,universal_priority,universal_action,next_analysis_route,universal_reason,missing_pct_train,missing_pct_test,missing_gap_pct,n_unique_train,n_unique_test,constant_train,constant_test,missing_pct_combined,n_unique_combined,dominant_share_pct,issue_reasons
cc_has_payment_current_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,141,123.0,False,False,70.931495698306,144,70.931495698306,high_missing
cc_has_payment_current_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,97.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_has_payment_total_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,98,97.0,False,False,70.931495698306,98,70.931495698306,high_missing
cc_has_payment_total_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,137,132.0,False,False,70.931495698306,140,70.931495698306,high_missing
cc_has_payment_total_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,97.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_has_min_instalment_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,98,97.0,False,False,70.931495698306,98,70.931495698306,high_missing
cc_has_min_instalment_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,139,128.0,False,False,70.931495698306,142,70.931495698306,high_missing
cc_has_min_instalment_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,97.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_payment_less_than_min_instalment_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,48,22.0,False,False,70.931495698306,49,70.931495698306,high_missing
cc_payment_less_than_min_instalment_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,57,29.0,False,False,70.931495698306,59,70.931495698306,high_missing
cc_payment_less_than_min_instalment_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,48,22.0,False,False,70.931495698306,49,70.931495698306,high_missing
cc_payment_near_min_instalment_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,95.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_payment_near_min_instalment_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,128,118.0,False,False,70.931495698306,130,70.931495698306,high_missing
cc_payment_near_min_instalment_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,95.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_no_payment_with_balance_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,90,67.0,False,False,70.931495698306,90,70.931495698306,high_missing
cc_no_payment_with_balance_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,99,74.0,False,False,70.931495698306,101,70.931495698306,high_missing
cc_no_payment_with_balance_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,90,67.0,False,False,70.931495698306,90,70.931495698306,high_missing
cc_has_drawing_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,75,64.0,False,False,70.931495698306,76,70.931495698306,high_missing
cc_has_drawing_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,81.0,False,False,70.931495698306,100,70.931495698306,high_missing
cc_has_drawing_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,75,64.0,False,False,70.931495698306,76,70.931495698306,high_missing
cc_has_atm_drawing_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,68,54.0,False,False,70.931495698306,69,70.931495698306,high_missing
cc_has_atm_drawing_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,85,66.0,False,False,70.931495698306,87,70.931495698306,high_missing
cc_has_atm_drawing_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,68,53.0,False,False,70.931495698306,69,70.931495698306,high_missing
cc_has_pos_drawing_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,60,52.0,False,False,70.931495698306,62,70.931495698306,high_missing
cc_has_pos_drawing_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,73,62.0,False,False,70.931495698306,75,70.931495698306,high_missing
cc_has_pos_drawing_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,60,52.0,False,False,70.931495698306,62,70.931495698306,high_missing
cc_has_other_drawing_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,13.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_has_other_drawing_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,29,15.0,False,False,70.931495698306,29,70.931495698306,high_missing
cc_has_other_drawing_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,13.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_has_drawing_count_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,75,65.0,False,False,70.931495698306,76,70.931495698306,high_missing
cc_has_drawing_count_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,96,83.0,False,False,70.931495698306,100,70.931495698306,high_missing
cc_has_drawing_count_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,75,65.0,False,False,70.931495698306,76,70.931495698306,high_missing
cc_has_atm_drawing_count_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,68,54.0,False,False,70.931495698306,69,70.931495698306,high_missing
cc_has_atm_drawing_count_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,85,66.0,False,False,70.931495698306,87,70.931495698306,high_missing
cc_has_atm_drawing_count_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,68,53.0,False,False,70.931495698306,69,70.931495698306,high_missing
cc_has_pos_drawing_count_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,60,52.0,False,False,70.931495698306,62,70.931495698306,high_missing
cc_has_pos_drawing_count_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,73,62.0,False,False,70.931495698306,75,70.931495698306,high_missing
cc_has_pos_drawing_count_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,60,52.0,False,False,70.931495698306,62,70.931495698306,high_missing
cc_has_other_drawing_count_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,13.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_has_other_drawing_count_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,29,15.0,False,False,70.931495698306,29,70.931495698306,high_missing
cc_has_other_drawing_count_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,13.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_recent_6m_has_dpd_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_has_dpd_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,8,8.0,False,False,70.931495698306,8,70.931495698306,high_missing
cc_recent_6m_has_dpd_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_12m_has_dpd_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,13.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_12m_has_dpd_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,16,14.0,False,False,70.931495698306,16,70.931495698306,high_missing
cc_recent_12m_has_dpd_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,13.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_24m_has_dpd_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,24.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_recent_24m_has_dpd_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,29,25.0,False,False,70.931495698306,29,70.931495698306,high_missing
cc_recent_24m_has_dpd_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,24.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_recent_6m_has_dpd_def_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_has_dpd_def_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,8,7.0,False,False,70.931495698306,8,70.931495698306,high_missing
cc_recent_6m_has_dpd_def_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_12m_has_dpd_def_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,12.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_12m_has_dpd_def_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,14,12.0,False,False,70.931495698306,14,70.931495698306,high_missing
cc_recent_12m_has_dpd_def_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,12.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_24m_has_dpd_def_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,24,17.0,False,False,70.931495698306,24,70.931495698306,high_missing
cc_recent_24m_has_dpd_def_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,27,18.0,False,False,70.931495698306,27,70.931495698306,high_missing
cc_recent_24m_has_dpd_def_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,24,17.0,False,False,70.931495698306,24,70.931495698306,high_missing
cc_recent_6m_high_utilization_80plus_count_sum,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,10,7.0,False,False,70.931495698306,10,70.931495698306,high_missing
cc_recent_6m_high_utilization_80plus_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,11,10.0,False,False,70.931495698306,11,70.931495698306,high_missing
cc_recent_6m_high_utilization_80plus_count_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_12m_high_utilization_80plus_count_sum,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,16,13.0,False,False,70.931495698306,16,70.931495698306,high_missing
cc_recent_12m_high_utilization_80plus_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,21,19.0,False,False,70.931495698306,21,70.931495698306,high_missing
cc_recent_12m_high_utilization_80plus_count_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,13.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_recent_24m_high_utilization_80plus_count_sum,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,28,25.0,False,False,70.931495698306,28,70.931495698306,high_missing
cc_recent_24m_high_utilization_80plus_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,37,34.0,False,False,70.931495698306,37,70.931495698306,high_missing
cc_recent_24m_high_utilization_80plus_count_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,25,25.0,False,False,70.931495698306,25,70.931495698306,high_missing
cc_recent_6m_payment_less_than_min_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_6m_payment_less_than_min_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,10,9.0,False,False,70.931495698306,10,70.931495698306,high_missing
cc_recent_6m_payment_less_than_min_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,7,7.0,False,False,70.931495698306,7,70.931495698306,high_missing
cc_recent_12m_payment_less_than_min_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,12,8.0,False,False,70.931495698306,12,70.931495698306,high_missing
cc_recent_12m_payment_less_than_min_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,16,10.0,False,False,70.931495698306,16,70.931495698306,high_missing
cc_recent_12m_payment_less_than_min_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,12,8.0,False,False,70.931495698306,12,70.931495698306,high_missing
cc_recent_24m_payment_less_than_min_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,22,12.0,False,False,70.931495698306,22,70.931495698306,high_missing
cc_recent_24m_payment_less_than_min_count_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,27,16.0,False,False,70.931495698306,27,70.931495698306,high_missing
cc_recent_24m_payment_less_than_min_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,22,12.0,False,False,70.931495698306,22,70.931495698306,high_missing
cc_missing_payment_current_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,100,87.0,False,False,70.931495698306,100,70.931495698306,high_missing
cc_missing_payment_current_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,127,109.0,False,False,70.931495698306,132,70.931495698306,high_missing
cc_missing_payment_current_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,97,86.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_missing_min_instalment_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,76,53.0,False,False,70.931495698306,77,70.931495698306,high_missing
cc_missing_min_instalment_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,92,64.0,False,False,70.931495698306,93,70.931495698306,high_missing
cc_missing_min_instalment_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,76,53.0,False,False,70.931495698306,77,70.931495698306,high_missing
cc_missing_credit_limit_count_sum,binary_flag,feature,P2_missingness_review,route_to_binary_flag_eda; consider_missingness_logic_later,binary_flag_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,1,1.0,False,False,70.931495698306,1,70.931495698306,high_missing
cc_missing_credit_limit_count_mean,binary_flag,feature,P2_missingness_review,route_to_binary_flag_eda; consider_missingness_logic_later,binary_flag_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,1,1.0,False,False,70.931495698306,1,70.931495698306,high_missing
cc_missing_credit_limit_count_max,binary_flag,feature,P2_missingness_review,route_to_binary_flag_eda; consider_missingness_logic_later,binary_flag_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,1,1.0,False,False,70.931495698306,1,70.931495698306,high_missing
cc_credit_limit_unique_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,8,7.0,False,False,70.931495698306,8,70.931495698306,high_missing
cc_credit_limit_unique_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,13,11.0,False,False,70.931495698306,13,70.931495698306,high_missing
cc_credit_limit_unique_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,8,7.0,False,False,70.931495698306,8,70.931495698306,high_missing
cc_latest_drawing_count_sum,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,94,69.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_latest_drawing_count_mean,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,108,78.0,False,False,70.931495698306,115,70.931495698306,high_missing
cc_latest_drawing_count_max,discrete_count_numeric,feature,P2_missingness_review,route_to_discrete_count_eda; consider_missingness_logic_later,discrete_count_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,94,69.0,False,False,70.931495698306,97,70.931495698306,high_missing
cc_status_active_ratio_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,973,613.0,False,False,70.931495698306,1106,70.931495698306,high_missing
cc_status_active_ratio_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,831,554.0,False,False,70.931495698306,919,70.931495698306,high_missing
cc_status_active_ratio_min,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,853,568.0,False,False,70.931495698306,943,70.931495698306,high_missing
cc_status_completed_ratio_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,883,557.0,False,False,70.931495698306,1008,70.931495698306,high_missing
cc_status_completed_ratio_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,774,516.0,False,False,70.931495698306,860,70.931495698306,high_missing
cc_status_completed_ratio_min,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,753,502.0,False,False,70.931495698306,835,70.931495698306,high_missing
cc_status_signed_ratio_mean,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,257,106.0,False,False,70.931495698306,278,70.931495698306,high_missing
cc_status_signed_ratio_max,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,245,103.0,False,False,70.931495698306,263,70.931495698306,high_missing
cc_status_signed_ratio_min,ratio_rate_numeric,feature,P2_missingness_review,route_to_ratio_rate_eda; consider_missingness_logic_later,ratio_rate_eda,high combined missingness,71.73922233676193,65.83579517479075,5.90342716197118,243,103.0,False,False,70.931495698306,261,70.931495698306,high_missing
