feature,feature_category,model_feature_role,universal_role,universal_dtype_train,universal_dtype_test,universal_missing_pct_train,universal_missing_pct_test,universal_missing_gap_pct,universal_n_unique_train,universal_n_unique_test,universal_basic_review_flag,universal_basic_review_reason,numeric_numeric_family,numeric_missing_band,numeric_skew_band,numeric_zero_band,numeric_outlier_band,numeric_section_review_flag,numeric_section_review_reason,binary_categorical_family,binary_missing_pct_train,binary_n_unique_train,binary_zero_pct_train,binary_one_pct_train,binary_one_pct_gap,binary_constant_train,binary_constant_test,cat_binary_categorical_family,cat_binary_missing_pct_train,cat_binary_n_unique_train,cat_binary_top_category_train,cat_binary_top_category_pct_train,cat_binary_minority_category_pct_train,cat_binary_test_only_category_count,nominal_categorical_family,nominal_missing_pct_train,nominal_n_unique_train,nominal_top_category_pct_train,nominal_rare_lt_1_mass_pct,nominal_category_overlap_pct,nominal_jensen_shannon_distance,ordinal_categorical_family,ordinal_missing_pct_train,ordinal_n_unique_train,ordinal_all_levels_numeric_like,ordinal_top_level_pct_train,ordinal_level_overlap_pct,ordinal_jensen_shannon_distance,special_case_type,special_case_reason,special_next_action,special_validation_stage,univariate_status,drop_now,next_stage
inst_contract_with_due_day_shift_count,binary_flag,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2,2.0,False,,,,,,,,,binary_flag,5.160140612856125,2.0,99.93690916634378,0.06309083365621668,0.18511540695783305,False,False,,,,,,,,,,,,,,,,,,,,,,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,special_case_review,no,relationship_analysis
inst_contract_with_due_day_shift_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,12,11.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_15plus_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,8,7.0,False,,discrete_count,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_15plus_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,60,41.0,False,,ratio_rate,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_30plus_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,6,4.0,False,,discrete_count,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_30plus_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,41,27.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_5plus_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,13,10.0,False,,discrete_count,moderate,very_high,high,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_contract_with_late_5plus_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,88,63.0,False,,ratio_rate,moderate,high,high,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_contract_with_late_60plus_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,5,3.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_60plus_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,30,20.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_90plus_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,5,3.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_90plus_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,25,20.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_late_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,15,13.0,False,,discrete_count,moderate,high,moderate,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_contract_with_late_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,110,76.0,False,,ratio_rate,moderate,moderate,moderate,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_contract_with_multiple_payment_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,14,11.0,False,,discrete_count,moderate,high,high,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_contract_with_multiple_payment_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,101,70.0,False,,ratio_rate,moderate,high,high,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_contract_with_overpaid_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,9,7.0,False,,discrete_count,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_overpaid_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,60,38.0,False,,ratio_rate,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_underpaid_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,5,3.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_underpaid_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,30,16.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_version_change_count,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,9,7.0,False,,discrete_count,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_contract_with_version_change_ratio,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,60,38.0,False,,ratio_rate,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_max_max,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,1684,637.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_max_mean,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,4772,1816.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_max_min,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,657,193.0,False,,overdue_delay,moderate,extreme,low,moderate,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_max_sum,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1848,762.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_mean_max,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,23911,8606.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_mean_mean,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,125431,28138.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_mean_min,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,16943,6736.0,False,,overdue_delay,moderate,extreme,low,moderate,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_mean_sum,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,119123,27342.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_min_max,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,392,226.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_min_mean,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,3334,1911.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_min_min,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.162742145809418,1.6432791728212703,3.5194629729881473,446,297.0,False,,overdue_delay,moderate,high,low,high,True,has_late_delay_signal; has_early_payment_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_min_sum,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,820,541.0,False,,overdue_delay,moderate,low,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_std_max,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.405335093703965,2.2443787953389136,3.160956298365051,109978,29321.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_std_mean,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.405335093703965,2.2443787953389136,3.160956298365051,237641,42839.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_std_min,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.405335093703965,2.2443787953389136,3.160956298365051,62537,17368.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_std_sum,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,237320,42780.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_sum_max,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,3196,1456.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_sum_mean,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,14653,6755.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_sum_min,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2707,1620.0,False,,overdue_delay,moderate,very_high,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_delay_days_sum_sum,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,4827,2755.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_max_max,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,29,28.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_max_mean,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,78,70.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_max_min,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,12,15.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_max_sum,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,29,28.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_mean_max,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,73,73.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_mean_mean,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,100,89.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_mean_min,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,12,20.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_due_day_shift_mean_sum,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,73,73.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_max_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,236619,44817.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_expected_amount_max_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,275449,47459.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_max_min,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,193343,42856.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_max_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,275521,47470.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_expected_amount_mean_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,259072,46376.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_mean_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,286371,47805.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_mean_min,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,265849,46932.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_mean_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,286851,47828.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_min_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,192008,41503.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_min_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,261586,47050.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_min_min,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,161290,37883.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_min_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,260605,47004.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_max_max,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,35856,7512.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_max_mean,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,36936,7526.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_max_min,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,4259,877.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_max_sum,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,36074,7518.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_mean_max,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,36720,7537.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_mean_mean,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,37148,7537.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_mean_min,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,4275,878.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_shift_mean_sum,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,36786,7537.0,False,,continuous,moderate,extreme,extreme,low,True,extreme_skew; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_std_max,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.404034327227318,2.242327260791072,3.1617070664362465,211387,40585.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_expected_amount_std_mean,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.404034327227318,2.242327260791072,3.1617070664362465,240774,42556.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_std_min,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.404034327227318,2.242327260791072,3.1617070664362465,86817,19839.0,False,,continuous,moderate,extreme,moderate,very_high,True,extreme_skew; high_outlier_burden;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_std_sum,continuous_stat_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,237520,42248.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_expected_amount_sum_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,269617,46937.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_expected_amount_sum_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,286774,47817.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_sum_min,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,261400,46731.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_expected_amount_sum_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,286962,47822.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
