feature,feature_category,model_feature_role,univariate_status,drop_now,next_stage,special_case_type,special_case_reason,special_next_action,special_validation_stage,numeric_section_review_flag,numeric_section_review_reason,universal_basic_review_flag,universal_basic_review_reason
cc_missing_credit_limit_count_mean,binary_flag,candidate_predictor,special_case_review,no,relationship_analysis,rare_or_near_constant_binary_flag | structured_missing_or_history_availability,almost_constant_binary_flag | possible_absence_of_history_or_unknown_record,keep_as_binary_candidate_and_validate_predictive_value_later | structured_missing_handling_candidate_later,bivariate_multivariate_and_modeling | feature_engineering_and_modeling,,,False,
cc_missing_credit_limit_count_sum,binary_flag,candidate_predictor,special_case_review,no,relationship_analysis,rare_or_near_constant_binary_flag | structured_missing_or_history_availability,almost_constant_binary_flag | possible_absence_of_history_or_unknown_record,keep_as_binary_candidate_and_validate_predictive_value_later | structured_missing_handling_candidate_later,bivariate_multivariate_and_modeling | feature_engineering_and_modeling,,,False,
cc_missing_credit_limit_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_missing_credit_limit_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_missing_credit_limit_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_missing_min_instalment_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_missing_min_instalment_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like;,False,
cc_missing_min_instalment_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_missing_min_instalment_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; high_outlier_burden;,False,
cc_missing_min_instalment_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; high_outlier_burden;,False,
cc_missing_min_instalment_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; high_outlier_burden;,False,
cc_missing_payment_current_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_missing_payment_current_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like;,False,
cc_missing_payment_current_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_missing_payment_current_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_missing_payment_current_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_missing_payment_current_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like;,False,
cc_month_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_max_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_max_mean,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_max_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_max_sum,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_mean_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_mean_mean,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_mean_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_mean_sum,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_min_max,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_min_mean,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_min_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_min_sum,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_record_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_record_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like;,False,
cc_month_record_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_span_max_x,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_span_max_y,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_span_mean_x,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_span_mean_y,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_span_min,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_month_span_sum,date_duration_numeric,candidate_predictor,special_case_review,no,relationship_analysis,cyclical_or_calendar_time | structured_missing_or_history_availability, | possible_absence_of_history_or_unknown_record,cyclical_or_calendar_encoding_candidate_later | structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_no_payment_with_balance_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_no_payment_with_balance_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like;,False,
cc_no_payment_with_balance_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_no_payment_with_balance_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_no_payment_with_balance_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_no_payment_with_balance_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_dpd_mean_max,overdue_delay_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; has_late_delay_signal;,False,
cc_old_dpd_mean_mean,overdue_delay_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; has_late_delay_signal;,False,
cc_old_dpd_mean_min,overdue_delay_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; has_late_delay_signal;,False,
cc_old_dpd_mean_sum,overdue_delay_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; has_late_delay_signal;,False,
cc_old_high_util_80_mean_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_high_util_80_mean_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_high_util_80_mean_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_high_util_80_mean_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_payment_less_min_mean_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_payment_less_min_mean_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_payment_less_min_mean_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_old_payment_less_min_mean_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; high_outlier_burden;,False,
cc_old_utilization_mean_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; negative_ratio_value;,False,
cc_old_utilization_mean_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; negative_ratio_value;,False,
cc_old_utilization_mean_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; negative_ratio_value;,False,
cc_old_utilization_mean_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; negative_ratio_value;,False,
cc_other_drawing_amount_max_max,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,True,extreme_missing;
cc_other_drawing_amount_max_mean,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,True,extreme_missing;
cc_other_drawing_amount_max_min,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,True,extreme_missing;
cc_other_drawing_amount_max_sum,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,False,
cc_other_drawing_amount_mean_max,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,True,extreme_missing;
cc_other_drawing_amount_mean_mean,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,True,extreme_missing;
cc_other_drawing_amount_mean_min,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,True,extreme_missing;
cc_other_drawing_amount_mean_sum,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,False,
cc_other_drawing_amount_sum_max,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,False,
cc_other_drawing_amount_sum_mean,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,False,
cc_other_drawing_amount_sum_min,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,False,
cc_other_drawing_amount_sum_sum,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; zero_heavy;,False,
cc_other_drawing_count_max_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,True,extreme_missing;
cc_other_drawing_count_max_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like; zero_heavy;,True,extreme_missing;
cc_other_drawing_count_max_min,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,True,extreme_missing;
cc_other_drawing_count_max_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_other_drawing_count_mean_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like; zero_heavy;,True,extreme_missing;
cc_other_drawing_count_mean_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like; zero_heavy;,True,extreme_missing;
cc_other_drawing_count_mean_min,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like; zero_heavy;,True,extreme_missing;
cc_other_drawing_count_mean_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like; zero_heavy;,False,
cc_other_drawing_count_sum_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_other_drawing_count_sum_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like; zero_heavy;,False,
cc_other_drawing_count_sum_min,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_other_drawing_count_sum_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_other_drawing_share_max_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,True,extreme_missing;
cc_other_drawing_share_max_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,True,extreme_missing;
cc_other_drawing_share_max_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,True,extreme_missing;
cc_other_drawing_share_max_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy;,False,
cc_other_drawing_share_mean_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,True,extreme_missing;
cc_other_drawing_share_mean_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,True,extreme_missing;
cc_other_drawing_share_mean_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,True,extreme_missing;
cc_other_drawing_share_mean_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,False,
cc_other_drawing_share_min_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,True,extreme_missing;
cc_other_drawing_share_min_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,True,extreme_missing;
cc_other_drawing_share_min_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,True,extreme_missing;
cc_other_drawing_share_min_sum,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; zero_heavy; extreme_skew;,False,
